valid,complete,collision_free,runtime,mean_path_length,turning_angle,curvature_proxy,min_clearance,mean_node_count,failure_reason,samples,expanded_nodes,collision_checks,validator_calls,apf_calls,lookahead_trials,experiment,map_id,map_group,algorithm,seed,validator_version,scenario_hash
1,1,1,0.021840144000179862,977.9728329186777,0.0153605470529953,0.0010240364701996868,1.9200621968336335,84.66666666666667,,353,250,1061,25,0,0,random,D1_50014,D1,RRTStar,8014,exact_geometry_v2,727c574c611ebd35f467ed29e90376b22ba66a5f705facb76070424b8427d7d0
1,1,1,0.0238441840001542,977.9728329186777,0.0153605470529953,0.0010240364701996868,1.9200621968336335,84.66666666666667,,353,250,1252,25,0,0,random,D1_50014,D1,RRTStarSmart,8014,exact_geometry_v2,727c574c611ebd35f467ed29e90376b22ba66a5f705facb76070424b8427d7d0
1,1,1,0.058482378000007884,1031.3242973415456,0.02030907938215495,0.0013539386254769966,1.9370392964877965,88.66666666666667,,1362,162,1886,22,126,0,random,D1_50014,D1,APFMultiRRT,8014,exact_geometry_v2,727c574c611ebd35f467ed29e90376b22ba66a5f705facb76070424b8427d7d0
1,1,1,0.3646391490001406,995.7973459806902,0.016365147101162766,0.0010910098067441842,2.121915689128528,85.33333333333333,,855,151,6750,24,5452,2904,random,D1_50014,D1,RALMultiRRT,8014,exact_geometry_v2,727c574c611ebd35f467ed29e90376b22ba66a5f705facb76070424b8427d7d0
1,1,1,0.0212946570004533,1087.3449135635667,0.023382857931910268,0.0015588571954606846,0.8243296449902218,92.66666666666667,,315,144,786,23,0,0,random,D2_51000,D2,MultiRRT,8000,exact_geometry_v2,0d0da471bf65bb098e2d814f82f5d6e11f01d52272d1cf0eb525edd3e898bd9d
1,1,1,0.026637400000254274,1056.5119653720105,0.019741017846581922,0.0013160678564387949,1.3239717094898964,90.0,,379,192,917,23,0,0,random,D2_51000,D2,RRTStar,8000,exact_geometry_v2,0d0da471bf65bb098e2d814f82f5d6e11f01d52272d1cf0eb525edd3e898bd9d
1,1,1,0.027644747999829633,1056.5119653720105,0.019741017846581922,0.0013160678564387949,1.3239717094898964,90.0,,379,192,1055,23,0,0,random,D2_51000,D2,RRTStarSmart,8000,exact_geometry_v2,0d0da471bf65bb098e2d814f82f5d6e11f01d52272d1cf0eb525edd3e898bd9d
1,1,1,0.06357909000007567,970.8280240466462,0.013997006138563417,0.0009331337425708945,0.6007575419982558,83.33333333333333,,774,145,1528,29,82,0,random,D2_51000,D2,APFMultiRRT,8000,exact_geometry_v2,0d0da471bf65bb098e2d814f82f5d6e11f01d52272d1cf0eb525edd3e898bd9d
1,1,1,0.5034463269998923,1019.5520970752532,0.024862034824231983,0.001657468988282132,2.84981854421887,87.33333333333333,,1038,179,6138,27,5234,2956,random,D2_51000,D2,RALMultiRRT,8000,exact_geometry_v2,0d0da471bf65bb098e2d814f82f5d6e11f01d52272d1cf0eb525edd3e898bd9d
1,1,1,0.020745960000112973,1040.4724535977564,0.037424208792349666,0.002494947252823311,0.4514915312847627,89.66666666666667,,279,111,807,27,0,0,random,D2_51001,D2,MultiRRT,8001,exact_geometry_v2,6c888051e87d559174c2527564ccf74822faa6c0b4b71733a85bd2646e53b0ae
1,1,1,0.021535599999879196,1023.5808800166009,0.0207297715312755,0.0013819847687516998,0.44758020293619083,88.0,,344,162,824,24,0,0,random,D2_51001,D2,RRTStar,8001,exact_geometry_v2,6c888051e87d559174c2527564ccf74822faa6c0b4b71733a85bd2646e53b0ae
1,1,1,0.026131405999876733,1023.5808800166009,0.0207297715312755,0.0013819847687516998,0.44758020293619083,88.0,,344,162,1024,24,0,0,random,D2_51001,D2,RRTStarSmart,8001,exact_geometry_v2,6c888051e87d559174c2527564ccf74822faa6c0b4b71733a85bd2646e53b0ae
1,1,1,0.06768759299984595,1022.0133743095827,0.021212938186854574,0.0014141958791236385,1.12774424098129,88.0,,903,142,1708,36,91,0,random,D2_51001,D2,APFMultiRRT,8001,exact_geometry_v2,6c888051e87d559174c2527564ccf74822faa6c0b4b71733a85bd2646e53b0ae
1,1,1,0.41787461700005224,1012.3460225895393,0.021762664381415674,0.0014508442920943786,0.9544817845639848,87.66666666666667,,990,170,5415,30,4303,2516,random,D2_51001,D2,RALMultiRRT,8001,exact_geometry_v2,6c888051e87d559174c2527564ccf74822faa6c0b4b71733a85bd2646e53b0ae
1,1,1,0.014677943999913623,1048.2442410098229,0.01500449429408844,0.001000299619605896,0.7167587193520717,89.33333333333333,,214,108,702,25,0,0,random,D2_51002,D2,MultiRRT,8002,exact_geometry_v2,2b322707d99224518a08a4f042fddb261ba1c1ad4c69d2cc3fb5db8eecc39b13
1,1,1,0.019948418000240054,1008.5975656182909,0.012458214119644826,0.0008305476079763217,0.7167587193520717,86.33333333333333,,293,176,852,26,0,0,random,D2_51002,D2,RRTStar,8002,exact_geometry_v2,2b322707d99224518a08a4f042fddb261ba1c1ad4c69d2cc3fb5db8eecc39b13
1,1,1,0.023086637999767845,1008.5975656182909,0.012458214119644826,0.0008305476079763217,0.7167587193520717,86.33333333333333,,293,176,992,26,0,0,random,D2_51002,D2,RRTStarSmart,8002,exact_geometry_v2,2b322707d99224518a08a4f042fddb261ba1c1ad4c69d2cc3fb5db8eecc39b13
1,1,1,0.06345504300020366,1016.165585205662,0.021002507352709598,0.0014001671568473065,1.2406777535144151,87.33333333333333,,918,148,1691,34,90,0,random,D2_51002,D2,APFMultiRRT,8002,exact_geometry_v2,2b322707d99224518a08a4f042fddb261ba1c1ad4c69d2cc3fb5db8eecc39b13
